Kadmium omättad(mättad) It 30,000 average: 300
Integration time [ms]:  30,000
Averaging Nr. [scans]: 300
Smoothing Nr. [pixels]: 0
Data measured with spectrometer [name]: 1804343U2
Wave   ;Sample   ;Dark     ;Reference;Scope
[nm]   ;[counts] ;[counts] ;[counts] 
327,302;  756,883;   -2,550;    0,000
327,320;  782,520;   16,797;    0,000
327,338;  585,640;    2,203;    0,000
327,356;  435,733;   -1,823;    0,000
327,374;  273,030;  -11,143;    0,000
327,392;  253,743;   -1,743;    0,000
327,410;  320,030;  -11,147;    0,000
327,428;  397,897;   16,363;    0,000
327,446;  282,537;   -5,253;    0,000
327,464;  240,573;   14,070;    0,000
327,482;  248,790;    8,637;    0,000
327,500;  293,427;   -2,343;    0,000
327,518;  339,197;   -6,157;    0,000
327,536;  349,633;   20,337;    0,000
327,554;  343,387;   10,323;    0,000
327,572;  285,400;    2,793;    0,000
327,590;  199,680;  -12,887;    0,000
327,608;  224,917;   11,447;    0,000
327,626;  222,490;   15,930;    0,000
327,644;  198,483;    4,573;    0,000
327,662;  179,067;   -5,190;    0,000
327,680;  200,723;   10,990;    0,000
327,698;  182,183;    4,717;    0,000
327,716;  146,307;   -0,973;    0,000
327,734;  118,133;   -9,743;    0,000
327,752;  110,040;    0,923;    0,000
327,769;  128,640;    1,950;    0,000
327,787;  124,807;    1,777;    0,000
327,805;  124,267;    1,127;    0,000
327,823;  116,617;   13,997;    0,000
327,841;  113,303;    7,587;    0,000
327,859;  113,673;    4,213;    0,000
327,877;  125,143;    7,097;    0,000
327,895;  141,193;   18,327;    0,000
327,913;  128,113;    6,697;    0,000
327,931;  142,980;   23,503;    0,000
327,949;  110,237;  -18,650;    0,000
327,967;  141,060;   16,947;    0,000
327,985;  101,283;  -12,733;    0,000
328,003;  123,480;   20,640;    0,000
328,021;   90,560;  -17,773;    0,000
328,039;  112,200;   13,443;    0,000
328,057;   83,300;   -2,800;    0,000
328,075;   95,397;   25,390;    0,000
328,092;   69,923;   -2,867;    0,000
328,110;   66,023;   -2,947;    0,000
328,128;   58,013;   -5,703;    0,000
328,146;   77,240;   16,143;    0,000
328,164;   63,737;   -2,260;    0,000
328,182;   57,950;   -5,103;    0,000
328,200;   64,283;    2,460;    0,000
328,218;   40,700;   -6,957;    0,000
328,236;   61,960;   -1,773;    0,000
328,254;   54,617;   -2,223;    0,000
328,272;   74,477;   15,157;    0,000
328,289;   57,953;    3,037;    0,000
328,307;   55,670;   -1,707;    0,000
328,325;   49,673;    2,170;    0,000
328,343;   48,573;   -8,607;    0,000
328,361;   52,737;    9,000;    0,000
328,379;   39,413;  -10,340;    0,000
328,397;   49,093;    2,673;    0,000
328,415;   43,277;   -8,843;    0,000
328,433;   53,273;   12,887;    0,000
328,450;   54,357;    4,757;    0,000
328,468;   59,733;   17,573;    0,000
328,486;   43,007;   -0,793;    0,000
328,504;   44,647;    4,770;    0,000
328,522;   37,960;   -5,190;    0,000
328,540;   52,347;   19,740;    0,000
328,558;   40,297;   -2,583;    0,000
328,575;   41,313;    7,350;    0,000
328,593;   46,873;   11,713;    0,000
328,611;   42,300;    9,733;    0,000
328,629;   31,273;   -6,553;    0,000
328,647;   34,343;    0,193;    0,000
328,665;   27,707;  -10,377;    0,000
328,683;   48,543;   11,093;    0,000
328,700;   61,083;   28,860;    0,000
328,718;   36,920;    7,570;    0,000
328,736;   31,917;   -3,347;    0,000
328,754;   39,957;   14,277;    0,000
328,772;   33,617;   -5,640;    0,000
328,789;   21,843;   -6,897;    0,000
328,807;   24,343;   -9,800;    0,000
328,825;   30,317;    0,130;    0,000
328,843;   44,120;   12,513;    0,000
328,861;   34,267;   -1,833;    0,000
328,879;   23,430;   -6,817;    0,000
328,896;   23,207;   -4,690;    0,000
328,914;   37,070;    9,213;    0,000
328,932;   32,877;    4,623;    0,000
328,950;   26,887;   -6,870;    0,000
328,968;   31,970;    7,277;    0,000
328,985;   31,970;    5,583;    0,000
329,003;   31,800;    9,213;    0,000
329,021;   41,910;   15,987;    0,000
329,039;   28,133;    3,550;    0,000
329,057;   30,790;   -1,160;    0,000
329,074;   24,387;   -2,230;    0,000
329,092;   12,910;  -17,783;    0,000
329,110;   20,837;   -2,623;    0,000
329,128;   32,290;    3,010;    0,000
329,146;   24,790;    4,920;    0,000
329,163;    3,627;  -19,053;    0,000
329,181;   39,117;   21,080;    0,000
329,199;   12,863;   -8,333;    0,000
329,217;   19,490;    1,020;    0,000
329,234;   24,047;    2,313;    0,000
329,252;   15,980;   -7,790;    0,000
329,270;   19,763;   -3,843;    0,000
329,288;   23,450;    5,833;    0,000
329,305;   41,473;    9,370;    0,000
329,323;   25,790;    9,017;    0,000
329,341;   28,123;    2,717;    0,000
329,359;   52,777;   28,533;    0,000
329,376;   11,917;   -7,403;    0,000
329,394;   14,483;    1,680;    0,000
329,412;   28,123;    6,847;    0,000
329,430;   24,940;    0,163;    0,000
329,447;    9,540;  -10,643;    0,000
329,465;   14,567;   -3,400;    0,000
329,483;   32,600;   10,790;    0,000
329,501;   33,830;   13,273;    0,000
329,518;   10,653;  -10,690;    0,000
329,536;   13,090;   -5,847;    0,000
